n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 746.00,0.00, 0,
 600, 751.00,7.00, 11,
 900, 747.00,10.00, 9,
 200, 752.00,2.00, 1,
 700, 743.00,8.00, 11,
 50, 751.00,1.00, 0,
 300, 749.00,4.00, 2,
 400, 752.00,5.00, 5,
 500, 751.00,6.00, 8,
 800, 742.00,9.00, 10,
 100, 752.00,1.00, 4,
 1000, 751.00,12.00, 16,
